id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,id,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
50,69,admin.,married,secondary,no,813,no,no,telephone,28,sep,237,2,-1,0,unknown,0.11369218552598429,0.29357846194750015,0.13037160702742698,-0.11437499645042352,0.07398808926303042,0.005006025752995238,0.13939850240140006,0.16452313241875852,0.018198457357253693,-0.048323692466446286,0.24920452882986366,1.5878369455471963,0.7305167201669772,-0.039886489861158655,-0.0010036186610581168,-0.012959999056152834,-0.05719412805777697
53,56,unemployed,divorced,tertiary,no,0,yes,no,cellular,30,jul,1259,6,-1,0,unknown,0.17074705307579813,-0.3564186494565497,0.11346805897937347,0.1603303046288174,0.06238949805837029,-0.005145522503299027,-0.18553192137722072,-0.08532961290520716,0.019994249219979044,0.15104352890475303,0.20999087392316723,-0.2268480087396137,4.359070993894117,-0.12081631307776554,-0.04119133442087649,-0.008863810816722219,-0.051592925753336925
71,30,technician,single,tertiary,yes,23,no,no,cellular,12,aug,72,4,-1,0,unknown,0.603232338377262,0.0721650977350432,-0.1610222446967483,0.1263914574997153,0.06689370877993246,-0.17692182251358932,-0.36500938016994094,0.1355355691144363,0.04231184141948003,0.17171181682736586,0.20279868472759155,0.0014863171820234684,-1.7145809692861806,-0.22529408311407442,-0.09411544116788985,-0.01588123630736781,-0.05348634144240359
83,49,management,single,secondary,no,-18,yes,no,cellular,11,may,217,3,264,4,failure,0.48257155892500153,-0.08094560562346313,0.18027808215717817,0.14549001003382397,0.06384336234306932,0.004104650309595085,-0.3154121775716281,-0.25790073385606427,0.04677956797363271,0.6435424687847237,0.08684706694808368,-0.39049225757338235,0.31434957511094674,-0.12521618300042478,0.4015390491666052,0.007825866571451321,-0.08316075444061499
87,34,management,married,tertiary,no,1273,no,no,unknown,11,aug,93,2,-1,0,unknown,0.5691317014911894,0.10617845099578403,0.1154794054273107,-0.13412129348550803,0.232658560983309,0.0036224121021459343,0.2097552955988544,0.1481370563086415,0.035007043042385895,0.1028192260119546,0.30762958245213107,0.9065378777970912,-1.5977250739130007,-0.17785944614964516,-0.12381262680210958,-0.017353289597217124,-0.05122468691757719
93,47,admin.,married,secondary,no,1383,yes,no,unknown,6,jun,460,8,-1,0,unknown,0.30305880704353644,-0.13963271846042252,0.09710097771563611,-0.0933825579702759,0.028696913658960557,-0.007567056475650549,0.1358307596116715,-0.10621284114128583,0.024441338237831046,-1.479688044217041,0.008492314839974226,0.5838468311601991,1.5191929855697572,-0.3392719397314014,-0.05211380628933817,0.0008027853806086153,-0.0585500123889484
100,56,management,single,secondary,no,237,yes,no,telephone,9,jul,236,4,-1,0,unknown,0.18138486376369153,-0.2862930347320859,0.18122050589542196,0.12723498502886008,0.040395062826713,0.006404692547800053,0.044232079010595796,-0.2789335694422309,0.05749721119115521,-0.11454412579839247,0.16691101516702606,-0.1755523537367171,0.3369927616401316,-0.17753945660932377,-0.0659885377623972,-0.007261705021184815,-0.08703472543941845
103,56,blue-collar,divorced,primary,no,8,yes,no,unknown,5,may,157,2,-1,0,unknown,0.08943344955261258,-0.19813413351964362,-0.20013223787548065,0.16545604426177135,-0.20704693416604905,0.003066632421771532,-0.5643217539823833,-0.15152662483459747,0.02989574794021935,-1.0969602290828997,-0.0361533409742012,-0.46298210962241243,-0.7142324746575401,-0.1026923944553875,-0.05487321853348108,-0.00882379193951761,-0.06568008134700434
107,37,admin.,single,tertiary,no,-898,yes,no,unknown,21,may,482,1,-1,0,unknown,0.19169352464996836,-0.007319109651353671,0.18486643043790235,0.19619207440477002,0.10105188205918528,-0.016286713915766873,-0.24721885211332326,-0.12654706029715024,0.032200309069686905,-1.1993373351567058,0.028993626443844796,-0.2638746207337609,2.3713225003326506,0.13366041484479954,-0.061438162011280106,-0.005196898686334957,-0.05882967483592897
113,31,entrepreneur,married,tertiary,no,-231,yes,no,cellular,26,aug,221,2,-1,0,unknown,-0.056474870760210294,-0.007451544901081914,-0.07950929114195607,-0.0739340816164837,0.10417816355986932,0.0035199522871317856,-0.7567204941148277,-0.08560549054763117,0.03418642294195241,0.10769658725579224,0.178141376595927,0.46641097255451963,0.6857240019124891,-0.1912025926390317,-0.07122880593328351,-0.014272690536745573,-0.08919880503548053
122,32,services,single,secondary,no,335,yes,yes,unknown,4,jul,99,1,-1,0,unknown,0.17985743496464793,0.056344872952437036,0.07822241963764058,0.14777459432935494,0.04438520684472807,0.0011455794584631488,0.0007275660500113578,-0.1091345967524992,-0.28848816423094364,-0.45688446539396,0.2587296070722793,-0.05267703232913513,-1.1638568441112955,0.21812949309748225,-0.12202775021052431,-0.008448562025135819,-0.04813391001673182
124,30,unemployed,single,tertiary,no,4082,no,no,telephone,14,jun,215,1,459,17,other,0.4707734958931592,0.05940786945069843,0.05985590860733858,0.026824395979714494,0.04869489375540217,0.0009989013910985636,0.25301797086449745,0.2088765166719823,0.03640749491656883,0.4183348503704737,0.1147606668470704,0.8255435624531497,0.5923007067852236,0.22445248910373405,1.2666263268301408,0.049690106496144214,0.03588315757127723
125,52,technician,married,secondary,no,1373,no,no,cellular,27,oct,157,1,-1,0,unknown,-0.15135866219157676,-0.10857670775369732,-0.043416324570256584,-0.08383203859339212,0.02954448617591385,0.004027201766029252,0.2028389689511305,0.2295500345941199,0.05201591870154649,0.20647658718926154,0.3307535360389646,2.4863898381223284,0.14883722229401683,0.3023613344760292,-0.029789868076329808,-0.004173695822085795,-0.03261407441104679
136,34,entrepreneur,married,secondary,no,2,yes,yes,cellular,5,may,184,1,167,6,failure,0.15437613186131063,-0.007066474174236047,-0.1328508888014044,-0.043353598429364155,0.0611681544559641,0.00321179823833766,-0.3211834442842143,-0.17435568835372459,-0.21796613870192855,0.48601001012254763,-0.044697780296374764,-0.4764651612432545,-0.34288725673457215,0.19272092108622144,0.5462741682331241,0.10542655430478962,-0.07762790809893212
139,57,retired,divorced,primary,no,698,no,no,telephone,1,jun,53,2,-1,0,unknown,0.17283415082237505,-0.23204788304341217,0.044077473926022175,0.22340477961447303,-0.20471704634856605,0.0031895711190980634,0.22000296033081054,0.1731596522773463,0.021612160291660614,-0.0044797080313931405,1.179568883408574,0.49939334489857723,-2.0469647329785676,-0.018117109473053825,-0.06929074576041931,-0.0034503658157685455,-0.042256751110765406
147,26,admin.,single,secondary,no,0,yes,no,cellular,13,may,204,3,-1,0,unknown,-0.15125503807325863,0.17129540422473605,0.30384587659134205,0.16024714443445653,0.05087822344345793,0.0037204829271212775,-0.3499414348478039,-0.20507586957658533,0.042023385847736384,0.5127465328790195,0.10272369250591518,-0.3578593079828923,-0.031888328188516266,-0.10609393629977455,-0.0037975480812989957,-0.00607932000665017,-0.07476794769832597
152,25,student,married,secondary,no,37,no,no,unknown,24,jul,11,1,-1,0,unknown,0.1323773540151905,0.4705317345316517,0.1626157669758154,-0.12671869877893174,0.016894757143552538,0.001465267897755745,-0.5597712431648094,0.2335946421831509,0.035197968618035924,-0.516353678046412,0.07322775047470902,0.07510748109818768,-2.8581730625112614,0.13359636278925027,-0.14713338926662006,-0.018658069673578675,-0.057157811628313106
155,39,management,married,primary,no,1749,yes,no,unknown,29,may,46,1,-1,0,unknown,0.35866693448030346,-0.06834187130726103,0.013786070306773682,-0.13988199570764717,-0.1427307069572505,0.0016984523577760608,0.23677267809466732,-0.09365765689743213,0.028448813154955132,-0.6200298836315323,-0.027027742012547335,-0.36098227194377946,-2.1342926105553204,0.2179408233102498,-0.09347276136144228,-0.015168481057145761,-0.04604516167058445
161,32,management,married,secondary,no,6217,yes,yes,unknown,21,may,486,2,-1,0,unknown,0.005735436155507154,0.03441300894132697,0.10634292780439387,-0.08712826476852423,0.0015902200808067491,-0.009338293095240193,0.23062673260434832,-0.1142004973712776,-0.31245232161204023,-1.1038783538475252,0.024045245927250138,-0.21699848676008654,2.17336239682064,-0.03939965265115846,-0.0524976376639634,-0.009142420175750975,-0.06033963205123487
162,28,self-employed,single,tertiary,no,159,no,no,cellular,16,nov,449,2,33,4,success,0.04584708840542823,0.13905563721145994,-0.05982397240692391,0.05946619384016226,0.07791483454506687,-0.00336714047116917,0.05942836317092176,0.2921210408157085,0.07613926488704463,0.28336057947715687,0.24601291370766568,0.1388169718426518,1.5238952103329355,-0.17601361791696124,0.18229149219173105,0.1432895310652831,1.951227125683523
165,30,technician,single,secondary,no,-232,no,yes,cellular,7,aug,118,2,-1,0,unknown,0.042668634148704046,0.004235834046986813,-0.19058941414769467,0.05703722662899089,0.04422302074949701,0.0030700436668604347,-0.5581186653272453,0.09636864377121548,-0.2908140475537315,0.09322855302804454,0.19922689506122807,0.11464569574312514,-1.1196111009301686,-0.1562336525380211,-0.08422486611350108,-0.012293867933475732,-0.06175503061545622
172,67,self-employed,married,tertiary,no,1979,no,no,cellular,10,sep,105,2,-1,0,unknown,-0.13665291250186398,0.16544972998357127,-0.02883687921002409,-0.1573184064950006,0.07244014396589318,0.004486063910470845,0.1767102787675984,0.22122966961160995,0.041701940394993725,0.304832700150716,0.4909323841814483,1.944525920118586,-1.1511626772873846,0.0007264006334712781,-0.029411146044548465,-0.0018821557951949146,-0.006326086975153902
177,38,entrepreneur,married,secondary,no,351,yes,no,cellular,4,feb,112,1,244,3,failure,0.40379285418805405,-0.0656365845725592,-0.07299862404173842,-0.04415277424963144,0.05355139634999076,0.002494668899519714,-0.03409473270602967,-0.2609166566056973,0.042111159886242644,0.160350110588096,-0.013151882650265076,0.7495616244618162,-0.9722308483480482,0.19023006766657624,0.3100437663487177,0.06295053907222979,-0.05811913318948888
179,30,management,married,tertiary,no,860,yes,no,cellular,20,apr,185,1,-1,0,unknown,0.009310537931923407,0.06771907812308504,0.17813513352234617,-0.1242053447035217,0.07251229520246871,0.002459325275658953,0.17920323718876194,-0.4856358679810035,0.05822749499770163,0.01530112370768046,0.025616345731105383,1.0252946115141288,0.18690475023631398,0.19694829762802563,-0.008350924741628527,-0.013902090817742425,-0.057203625622527905
185,27,student,single,secondary,no,217,yes,no,unknown,8,may,319,1,-1,0,unknown,0.0858778820721248,0.1457313976477889,0.19122225101145993,0.11121931891396603,0.04182978458378221,0.002829497835198413,0.04038633474619181,-0.24671029550715684,0.04806962349481512,-1.4366771750534846,0.04219335451969479,-0.4251659936083615,0.18943557831207994,0.1687951047509972,-0.03233946632826575,-0.005011691601017009,-0.07204932703045133
191,48,admin.,married,primary,no,3,yes,no,cellular,3,feb,69,1,252,4,failure,0.15477200110285302,-0.0728913489174411,0.16362701378591477,-0.1293713353672262,-0.3252025789454945,0.00184609115383677,-0.4411999747013195,-0.210249014739238,0.035226315169465,0.26765285856080423,0.09233485118814667,0.4533793078483668,-1.7327223972136887,0.1709708918618358,0.319845669445158,0.1899461879001226,-0.048816087472419056
194,29,management,single,tertiary,no,573,yes,yes,unknown,16,jun,190,4,-1,0,unknown,0.058049156849957165,0.15139616683187054,0.1610346217653374,0.09617561108193798,0.06460234437832538,0.0015509584161988589,0.044682681421669826,-0.1611020837056694,-0.21735356549229598,-1.361640375405214,0.0770995681707172,0.6476138150710843,-0.2073262706513934,-0.11539085438514311,-0.07162300223568324,-0.004516341056886448,-0.0670966971724419
197,33,technician,married,tertiary,no,980,no,no,cellular,12,aug,172,2,-1,0,unknown,0.04159777610402893,0.04761284765277301,-0.11050781749295971,-0.05385672421084877,0.07336314793733546,0.003422311492244146,0.19250892953414422,0.1695976493595348,0.06101864791838979,0.0068344497050971354,0.18698675913491472,0.16652894672352161,-0.1259259078362464,-0.23671228542922604,-0.09792568208933704,-0.022668750951585142,-0.08782231303507379
205,47,unemployed,married,secondary,no,955,yes,no,unknown,13,may,47,1,-1,0,unknown,0.33642995239877027,0.0161519817051475,0.16534626446589906,-0.1059920540867165,0.021973797935641245,0.0017018873493191298,0.25901204927463006,-0.1518860988938026,0.027627809537377788,-0.5379498577042455,0.06540236938386264,-0.33156625352345787,-1.9163063291663014,0.2277845202855625,-0.07294336764828281,-0.01690508584468588,-0.04678867678345775
210,46,technician,divorced,tertiary,no,288,yes,no,unknown,9,may,166,1,-1,0,unknown,-0.009050163322270202,-0.027112646432944497,-0.16178903996569483,0.11058625827063018,0.06119086882079184,0.0028611690796392763,0.008639984096348863,-0.2207242813175963,0.04132405767372192,-1.125424077723426,0.05263469878646414,-0.5017939643295425,-0.4041446688162536,0.18212269722821195,-0.039145598344442506,-0.006282422058162556,-0.06316032579183162
212,53,blue-collar,married,secondary,no,21522,no,no,unknown,24,jun,146,4,-1,0,unknown,-0.2203504090054568,-0.2359465268857782,-0.05532587400898154,-0.01610853493825901,-0.01633545097015776,0.003556284097166626,0.15485366541407886,0.09320699001254265,0.024821356720930745,-1.3992812440754945,-0.03313200553981164,0.16018286819149036,-0.49048241631150646,-0.12193770000607558,-0.0745633769906761,-0.004696823188732575,-0.06550597404685633
213,49,blue-collar,married,primary,no,0,yes,no,unknown,6,jun,286,2,-1,0,unknown,-0.1571538935172964,-0.1544498662081825,-0.097020077061052,-0.06813929415945257,-0.3020807253414724,0.001857328023758167,-0.3307159411825757,-0.14004390425823895,0.019741621366805098,-1.6566248506720098,0.0167515919666148,0.7983281252414104,0.1392279655796848,-0.014888405728309092,-0.043032850518435944,0.0005243210024649846,-0.06892784045318154
214,33,management,single,secondary,no,20600,no,no,cellular,20,nov,125,1,-1,0,unknown,-0.12132579297503751,0.06881299563682507,0.11757091707359908,0.09612013870760519,-0.007974971171396837,0.0033441839184081136,0.08618323589112024,0.18826838121396539,0.06448527746811157,0.09708004252310898,-0.28746421801523164,-0.10174874985485216,-0.6461148576294551,0.30761968120439664,-0.038137762250152765,-0.006530923485766024,-0.06973547140666349
221,57,retired,married,secondary,no,703,yes,no,unknown,15,may,405,2,-1,0,unknown,-0.24302494973918515,-0.2302780639073393,0.0780085212086912,-0.07779370129422601,0.027969310206683373,-0.005412724251037729,0.06227480412258156,-0.17469221407611754,0.03696370072032431,-1.1329738006980679,-0.004954039419891241,-0.34517007672888605,1.4723555170240488,-0.017703897559323587,-0.058857308056783866,-0.009541489561823647,-0.06470809911746281
223,49,housemaid,married,primary,no,0,no,no,telephone,9,jul,106,1,-1,0,unknown,-0.43069916748925546,-0.15099396124858186,-0.041435599797856604,-0.045339838898771724,-0.21529624078655712,0.0017023151627769291,-0.4930448241742252,0.18789504562030412,0.03860719651697998,-0.1555191725702831,0.15968025388229293,-0.29869703107100615,-1.5304865763813484,0.16858460780458182,-0.09425911742099494,-0.012136538462852944,-0.056576400483758504
232,43,management,married,tertiary,no,254,yes,yes,cellular,15,jul,104,3,-1,0,unknown,-0.21746705871275274,-0.04653864550233765,0.028206009414848257,-0.0767756609892826,0.045188093359115056,0.0022152471072279475,-0.020640153829477422,-0.1394827181753712,-0.2987264613524253,0.20088659719997926,0.04873210602206521,-0.3748230239208429,-1.5153577038421495,-0.12159765487208295,-0.0829893548751194,-0.016029162257979287,-0.05818472536381376
233,53,technician,married,secondary,no,31,yes,no,unknown,16,may,90,2,-1,0,unknown,-0.35281527665308254,-0.1583378287921723,-0.021720244384622316,-0.06258900473169811,0.034491743066355725,0.0025899446306313872,-0.42427605939584295,-0.1581768837565186,0.02464842608992637,-0.9037139218740758,0.04061485856799783,-0.4979479469613857,-1.3394561536029956,0.003237194506279966,-0.08317858044328509,-0.008395221047042753,-0.045090055480264825
235,57,services,married,secondary,no,504,no,no,cellular,8,aug,177,2,-1,0,unknown,-0.21359235057274412,-0.19145131735664728,0.04233554781178804,-0.091984626850277,0.0532676856267666,0.0050078371315439,0.0824645238946364,0.15865392727954492,0.05285024078347193,0.11868132259101122,0.14998315393529082,0.23151570375543878,-0.0252926767630874,-0.1794609671937603,-0.10247415740439914,-0.02049573758369583,-0.08925466315533213
239,31,admin.,single,secondary,no,430,yes,no,cellular,15,apr,103,2,-1,0,unknown,-0.16864466023847577,0.10986480524172329,0.1266144637210379,0.13929110890799162,0.03270798536294906,0.002501308431361956,0.022136791599836735,-0.3651751968687489,0.05772461887759252,0.14010999733435453,0.0818016927894031,1.4552475474585027,-0.9816494384977338,0.013675326961905427,-0.021627650180992632,-0.011612329639121814,-0.02381875029101628
240,28,student,single,secondary,no,0,no,no,cellular,18,feb,209,20,-1,0,unknown,-0.07682572199864332,0.15144669521972887,0.2048270785898548,0.15696684286744975,0.02985496264503448,0.0036561217421816404,-0.5116788407369092,0.3262178401371084,0.05283071834982324,0.29766732312176,0.13427787841070102,1.1682572732079641,0.4309837072352479,-0.49830813466026996,-0.02212122638756946,-0.009903056748705978,-0.06992170404074033
253,60,unemployed,divorced,secondary,no,385,yes,no,cellular,4,feb,80,1,-1,0,unknown,-0.30919518588902833,-0.03852135641946938,-0.03733962977137833,0.4047150552009305,0.03685112325368911,0.004131494729997469,0.028818026714096067,-0.20395120453796972,0.0410826685412656,0.2640295775499395,-0.0996453590294947,0.9239703823542573,-1.2286353105591645,0.22295370797061323,-0.03539807695077621,-0.009260098010875947,-0.034484916303242526
258,22,student,single,secondary,no,254,no,no,cellular,13,jan,143,2,-1,0,unknown,-0.4248699902597807,0.6847346618234471,0.2791025186328119,0.10523021008865267,0.032203620913309666,0.004074529629032663,0.0684426882771421,0.4166740817572642,0.08079259761250351,0.30853161125600065,0.46767877499736565,0.30402362166345964,-0.2922507208751047,-0.08181004094594554,0.08430748270005207,-0.0016013798833655476,-0.06445361894013545
260,34,blue-collar,single,secondary,no,1759,no,yes,cellular,25,jul,695,1,-1,0,unknown,-0.27595468937209233,0.017669660221644148,-0.16331307903794703,0.023673813561334543,0.01700572476862689,-0.005913522618800583,0.1284426156729801,0.11813509354057848,-0.30293513010586914,0.1892274284442897,0.02513357876568367,-0.31791860644883063,3.1866520148529665,0.11637263661465833,-0.07623301743465848,-0.01215901375549445,-0.058649384477961614
264,26,management,single,tertiary,no,2692,no,no,unknown,28,may,159,2,-1,0,unknown,-0.07288923120354789,0.3865430720069152,0.138939869017195,0.09989385530751467,0.046220765240874526,0.0018383819950322199,0.39489713154477346,0.2894463571023306,0.06672643863304938,-1.1803333901789375,0.06649681564106352,-0.3321793864224328,-0.4329845280625838,-0.047744825421285934,-0.07043190322532779,-0.0048893273133330285,-0.06231798385205994
267,40,services,single,secondary,no,4126,no,no,cellular,4,feb,671,2,-1,0,unknown,-0.15545366075082695,-0.06078529610843104,-0.036272401259038224,0.06027566726268051,0.011494519957525337,-0.004675659814429109,0.4075720790727638,0.18069138779322078,0.03894641754966143,0.22121063816256492,-0.1062385785588825,0.2701761603027386,2.5244226280970623,-0.06082162373244649,-0.035095245013917344,-0.012790611562626026,-0.053857140657400084
269,45,blue-collar,married,unknown,no,550,no,yes,unknown,20,jun,97,1,-1,0,unknown,-0.2902388999030887,0.004512673471855456,-0.05756041719424965,-0.02169142567861315,0.00906718998196772,0.001664349023934752,0.13660415885539093,0.12842119915591602,-0.12000196001091472,-0.8177084163585512,-0.031098592645317624,0.4444037869659693,-1.0274868651402183,0.23437583440510176,-0.09845172810844603,-0.0016639382398431855,-0.04466143690856968
274,45,services,married,secondary,no,-1621,yes,yes,cellular,15,may,8,2,346,5,failure,0.06575571339938793,-0.026630523563137783,-0.012279553106502661,-0.09331822394889012,0.028057137855361413,0.0017456471201462327,-0.47555196110175796,-0.1506168961276343,-0.12695057558681283,0.24598265517458998,-0.07842814065259134,-0.42891136097536336,-3.1740552460079168,0.040892123174919165,0.12058222485499265,0.005234663274643774,-0.047667429920772685
275,40,technician,married,secondary,no,1232,no,no,cellular,28,aug,175,11,-1,0,unknown,0.04593344124081485,-0.10627034954107602,-0.09092702205791996,-0.05566827437497673,0.037855758306171446,0.0034584118461117503,0.19816046088163644,0.1429785369035158,0.045937114861286536,0.1207952613378612,-0.0019832067012485024,0.09559497344065249,-0.1640256317760742,-0.35738989612112865,-0.0959769655646064,-0.014717571305968005,-0.0858193424207006
276,51,management,married,tertiary,no,307,yes,no,unknown,30,may,206,2,-1,0,unknown,-0.25965560629277934,-0.22163384243203121,0.08587743221759885,-0.10128826176032733,0.07239175456678519,0.004608336545736788,-0.03693632215681043,-0.20919119352379023,0.03679527046655396,-1.5229029296186458,0.10762715575547149,-0.45778932727892807,0.05327218442538834,-0.03454047935529465,-0.05814344076861528,-0.008751760101102748,-0.07023215155392844
277,57,management,married,secondary,no,7162,no,no,cellular,17,nov,83,1,-1,0,unknown,-0.3017917890691144,-0.2233541688118072,0.08473830214297692,-0.05625879234788327,0.018634443468014725,0.0042008919751430115,0.3611478870207003,0.21718033138418325,0.03852746889014279,0.11193601614328025,-0.23038468577794075,0.29492558055049123,-1.5233719295392123,0.21987927871165755,-0.056014412804528756,-0.006462198264455113,-0.057629357842685455
290,35,blue-collar,divorced,primary,no,-5,no,no,unknown,6,jun,48,5,-1,0,unknown,-0.10834713526917009,0.011819255269530853,-0.078107525624059,0.20958467276829726,-0.20229247746275142,0.0015971049011590513,-0.3001489522635422,0.16267679419459452,0.030845135965116312,-0.7890141866326531,0.13585932270082063,0.6430473509955332,-2.3409217047811275,-0.13262310311997497,-0.08846560185330433,-0.004812939032859782,-0.04002669313070232
291,31,services,single,secondary,no,1599,no,no,cellular,30,apr,226,1,78,2,success,-0.07904912476989905,0.06114936424548755,-0.01736059476556416,0.06770799413492762,0.03592165717668162,0.002703945399830019,0.1413377574144106,0.3601849695028236,0.06621978960638177,0.2506226599146284,0.3141610680365038,0.9015756074316656,1.0443410088887495,0.11701900853907934,0.12663594378666249,-0.0011770124334025693,1.8718684028138115
294,49,management,married,tertiary,no,-969,no,no,cellular,30,jan,61,2,2,1,other,-0.17546094275401633,-0.10014861876779244,0.014152283948328527,-0.10503499217233354,0.06491371882690636,0.002454226427726884,-0.6565379314183816,0.1175498230430225,0.03671781968095443,0.16576329304217632,-0.3240538322926822,-0.2626274677880852,-2.7165706390864597,-0.008464456157713985,0.460925084496441,-0.018600357354304008,0.2638326541510371
297,56,housemaid,divorced,secondary,no,0,no,no,unknown,15,may,103,1,-1,0,unknown,-0.5313920804464791,-0.26863862568392183,-0.10332169953846321,0.13572171537204755,0.0014036330939488743,0.0025504388933848795,-0.43243409431753543,0.18849041363878852,0.03933558768242396,-0.8227841707708835,0.03818684486529887,-0.6754125649893231,-1.1965034223182576,0.15096141236971677,-0.09636938559169332,-0.006082091152092387,-0.042404847993910255
